root,guest_guess,size,mode,path
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_hurried_sheet_01_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_hurried_sheet_01_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1536x1024,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_panic_reactions_sheet_02_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1536x1024,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_panic_reactions_sheet_02_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,724x678,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_reference_locked_panic_166x297_contact_sheet.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_reference_locked_panic_reaction_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_reference_locked_panic_reaction_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_reference_locked_panic_running_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_reference_locked_panic_running_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1536x1024,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_sprite_library_sheet_01_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1536x1024,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_sprite_library_sheet_01_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,720x490,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_transition_to_sitting_panic_sweat_original_palette_compare.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1402x1122,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_transition_to_sitting_panic_sweat_sheet_01_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1402x1122,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_transition_to_sitting_panic_sweat_sheet_01_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_transition_to_sitting_sheet_01_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_transition_to_sitting_sheet_01_chroma.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGBA,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_walking_sheet_01_alpha.png
Assets/GeneratedSpriteLibrary,Guest01_Lady,1254x1254,RGB,Assets/GeneratedSpriteLibrary/LadySabineMarrow/_ContactSheets/LadySabineMarrow_walking_sheet_01_chroma.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,514x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_eating_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,520x474,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_roomstyle_braced_panic_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,444x506,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_roomstyle_idle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,454x487,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_roomstyle_panic_cover_face_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,452x504,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_roomstyle_startled_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,509x507,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_startled_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,515x478,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_startled_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,515x478,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/LordAmbroseVeil_dining_room_chair_startled_02_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,515x478,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DiningRoomChair/drawing_room_watercolor_pencil/LordAmbroseVeil_dining_room_chair_startled_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,529x466,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_cover_face_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,506x492,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_cover_face_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,506x492,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_cover_face_02_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,475x442,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_roomstyle_face_covered_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,447x378,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_roomstyle_idle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,464x357,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_roomstyle_panic_cover_face_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,448x379,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_roomstyle_startled_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,530x497,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/LordAmbroseVeil_drawing_room_couch_shocked_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,506x492,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/DrawingRoomCouch/drawing_room_watercolor_pencil/LordAmbroseVeil_drawing_room_couch_cover_face_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,224x488,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Idle/LordAmbroseVeil_idle_anxious_clutching_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,426x547,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Idle/LordAmbroseVeil_idle_front_neutral_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,251x533,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Idle/LordAmbroseVeil_idle_tense_three_quarter_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,207x519,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Idle/LordAmbroseVeil_idle_tense_three_quarter_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,207x519,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Idle/LordAmbroseVeil_idle_tense_three_quarter_02_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,207x519,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Idle/drawing_room_watercolor_pencil/LordAmbroseVeil_idle_tense_three_quarter_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,331x514,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/LordAmbroseVeil_panic_cover_face_recoil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,344x468,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/LordAmbroseVeil_panic_recoil_scream_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,448x538,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/LordAmbroseVeil_panic_scream_hands_up_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,486x538,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/LordAmbroseVeil_panic_scream_hands_up_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,486x538,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/LordAmbroseVeil_panic_scream_hands_up_02_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,486x538,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/drawing_room_watercolor_pencil/LordAmbroseVeil_panic_scream_hands_up_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_01_startled_recoil_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_02_hands_near_face_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_03_cover_face_cower_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_04_braced_defensive_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_05_run_left_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_06_run_right_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_07_turnaround_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,166x297,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Panic/reference_locked_panic_166x297/LordAmbroseVeil_reference_locked_panic_08_run_start_166x297.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_seated_panic_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_seated_panic_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_seated_panic_03.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_seated_panic_04.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_seated_panic_05.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_seated_panic_06.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_standing_panic_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_standing_panic_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_standing_panic_03.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_standing_panic_04.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_standing_panic_05.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Shaking/LordAmbroseVeil_shaking_standing_panic_06.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,248x417,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sitting/LordAmbroseVeil_sitting_hunched_shaken_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,385x443,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sitting/LordAmbroseVeil_sitting_idle_plain_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,389x437,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sitting/LordAmbroseVeil_sitting_tense_hands_clasped_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,381x394,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sitting/LordAmbroseVeil_sitting_tense_hands_clasped_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,381x394,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sitting/LordAmbroseVeil_sitting_tense_hands_clasped_02_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,381x394,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sitting/drawing_room_watercolor_pencil/LordAmbroseVeil_sitting_tense_hands_clasped_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,301x530,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Surprised/LordAmbroseVeil_surprised_front_startled_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,301x549,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Surprised/LordAmbroseVeil_surprised_hand_to_chest_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,295x539,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Surprised/LordAmbroseVeil_surprised_hand_to_chest_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,295x539,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Surprised/LordAmbroseVeil_surprised_hand_to_chest_02_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,411x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Surprised/LordAmbroseVeil_surprised_hand_to_mouth_gasp_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,295x539,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Surprised/drawing_room_watercolor_pencil/LordAmbroseVeil_surprised_hand_to_chest_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_seated_panic_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_seated_panic_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_seated_panic_03.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_seated_panic_04.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_seated_panic_05.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,320x489,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_seated_panic_06.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_standing_panic_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_standing_panic_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_standing_panic_03.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_standing_panic_04.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_standing_panic_05.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,416x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Sweating/LordAmbroseVeil_sweating_standing_panic_06.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,351x592,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_01_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,395x546,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,445x548,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_03_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,350x584,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_04_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,469x593,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_01_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,553x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_02_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,518x537,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_03_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,355x565,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_drawing_room_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_04_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,469x593,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_original_palette_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_01_originalpalette_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,553x540,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_original_palette_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_02_originalpalette_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,518x537,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_original_palette_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_03_originalpalette_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,355x565,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/TransitionToSitting/panic_sweat_original_palette_watercolor_pencil/LordAmbroseVeil_transition_to_sitting_panic_sweat_04_originalpalette_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,186x464,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Transitions/LordAmbroseVeil_transition_stand_to_sit_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,172x390,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Transitions/LordAmbroseVeil_transition_stand_to_sit_02.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,313x342,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Transitions/LordAmbroseVeil_transition_stand_to_sit_03.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,346x366,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Transitions/LordAmbroseVeil_transition_stand_to_sit_04.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,310x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_front_hurried_left_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,310x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_front_hurried_left_01_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,312x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_front_hurried_right_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,312x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_front_hurried_right_01_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,271x657,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_front_step_left_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,277x658,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_front_step_right_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,403x519,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_side_hurried_left_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,403x519,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_side_hurried_left_01_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,390x515,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_side_hurried_right_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,390x515,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_side_hurried_right_01_originalstyle_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,334x572,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_side_step_left_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,348x574,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/LordAmbroseVeil_walk_side_step_right_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,310x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/drawing_room_watercolor_pencil/LordAmbroseVeil_walk_front_hurried_left_01_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,312x510,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/drawing_room_watercolor_pencil/LordAmbroseVeil_walk_front_hurried_right_01_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,403x519,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/drawing_room_watercolor_pencil/LordAmbroseVeil_walk_side_hurried_left_01_drawingroom_watercolorpencil_01.png
Assets/GeneratedSpriteLibrary,Guest07_LordAmbroseVeil,390x515,RGBA,Assets/GeneratedSpriteLibrary/LordAmbroseVeil/Walking/drawing_room_watercolor_pencil/LordAmbroseVeil_walk_side_hurried_right_01_drawingroom_watercolorpencil_01.png
